new_parallel_abstracts
[Senotherapy: Advances and new clinical perspectives].,10.1051/Medsci/2020220,10.1051,"Cellular senescence has been now shown to be at the root of many degenerative processes that characterize ageing. Thus, in addition to an irreversible proliferative arrest following various stresses or inappropriate stimuli, cellular senescence leads to genetic, epigenetic, metabolic, structural and functional adaptations of the cell. Moreover, senescence phenotype spreads to the surrounding tissue through a specific secretory profile. Eliminating or blocking the action of senescent cells by senotherapeutic agents prevents tissue degeneration and improves the longevity in preclinical models. In this review, we will present the latest applications in senotherapy and discuss the very promising results of the first recently published clinical trials.","Bien que la sénescence cellulaire joue un rôle essentiel dans le développent embryonnaire, la cicatrisation ou l’hémostase, il est maintenant également démontré qu’elle est à l’origine de nombreux processus dégénératifs qui caractérisent le vieillissement. Cette sénescence est induite en réponse à divers stress ou stimulus inappropriés, conduisant à un arrêt de la prolifération et des adaptations géniques, épigénétiques, métaboliques, structurelles et fonctionnelles. Ces cellules sénescentes, lorsqu’elles ne sont pas éliminées, favorisent la propagation de leur phénotype de proche en proche dans le tissu environnant, par l’établissement d’un profil sécrétoire spécifique. Éliminer ou bloquer l’action de ces cellules par des agents dits sénothérapeutiques pourrait prévenir la dégénérescence tissulaire et améliorer la longévité en bonne santé. Nous nous proposons dans cette revue de présenter les dernières avancées et applications développées en sénothérapie et discuterons les résultats très prometteurs des premiers essais cliniques chez l’homme."
[Identification of circulating inflammatory dendritic cells by a multi-omic approach].,10.1051/Medsci/2020152,10.1051,,
[In silico profiling of protein kinases inhibitors].,10.1051/Medsci/2020182,10.1051,,"Les protéine kinases ont été rapidement identifiées comme favorisant l’apparition de cancers, à travers leur implication dans la régulation du développement et du cycle cellulaire. Il y a une vingtaine d’années, la mise sur le marché des premiers traitements par inhibiteur de protéine kinase, ouvrait la voie vers de nouvelles solutions médicamenteuses plus ciblées contre le cancer. Depuis, nombreuses sont les données structurales et fonctionnelles acquises sur ces cibles thérapeutiques. Les techniques informatiques ont elles aussi évolué, notamment les méthodes d’apprentissage automatique. En tirant parti de la grande quantité d’informations disponibles aujourd’hui, ces méthodes devraient permettre prochainement la prédiction fine de l’interaction d’un inhibiteur donné avec chaque protéine kinase humaine et donc, à terme, la construction d’outils de profilage de leurs inhibiteurs spécifiques. Cette approche intégrative devrait aider la découverte de solutions thérapeutiques anti-cancéreuses plus efficaces et plus sûres."
[Undulating changes in human plasma proteome across lifespan].,10.1051/Medsci/2020150,10.1051,,
[Adaptive immunity against SARS-CoV-2].,10.1051/Medsci/2020168,10.1051,"The impact of host adaptive immune response on COVID-19 has now become a critical issue in absence of specific therapy and immunotherapies. In SARS CoV-2 infection, the immune response is thought to contribute both to the pathogenesis of the disease and to protection during its resolution. While mild cases develop an immune response that contributes to host protection, immunity of severely infected patients is a balance between harmful and protective immune responses. The severity of the disease has raised many questions about the kinetic, amplitude and the quality of adaptive immunity to the virus and its generation during the early phases of infection in severe, mild and asymptomatic patients. The role of antibody and CD4+ and CD8+ T cell responses have been studied and the development of an adaptive immunity seems to correlate with convalescence. The bioinformatics study of the T and B epitopes of coronaviruses has raised the question of the existence of cross-immunity between SARS-CoV-2 and other coronaviruses such as MERS-CoV and SARS-CoV. In this review, we discuss the adaptive immune responses and their potential roles in protection during COVID-19.","Le rôle protecteur de la réponse immunitaire adaptative de l’hôte au cours de l’infection par le SARS-CoV-2 est devenu une question critique en l’absence d’un traitement spécifique, d‘un vaccin préventif ou d’une immunothérapie. Au cours de l’infection par le SARS-CoV-2, la réponse immunitaire contribuerait à la défense de l’hôte dans la majorité des cas, mais serait responsable de sa pathogénèse chez certains malades. Notamment, au cours des formes sévères, un déséquilibre entre les réponses immunitaires innée et adaptative pourrait être fatal. Au cours de la COVID-19, de nombreuses questions se posent sur la génération de l’immunité spécifique contre les diverses protéines du virus, la cinétique, la fonction des anticorps, ainsi que la qualité des réponses des lymphocytes effecteurs CD4+ et CD8+ pour la protection de l’hôte. L’étude bio-informatique des épitopes T et B des coronavirus a soulevé la question de l’immunité croisée entre le SARS-COV-2 et d’autres coronavirus sources d’infection bénigne ou responsables de pneumopathies graves telles que le MERS-CoV et le SARS-CoV. Dans cette revue, nous faisons le point sur les réponses immunitaires adaptatives au cours de la COVID-19 et leurs rôles potentiels dans la protection des personnes infectées."
[Whole genome transplantation: bringing natural or synthetic bacterial genomes back to life].,10.1051/Medsci/2019154,10.1051,"The development of synthetic genomics (SG) allowed the emergence of several groundbreaking techniques including the synthesis, assembly and engineering of whole bacterial genomes. The successful implantation of those methods, which culminated in the creation of JCVI-syn3.0 the first nearly minimal bacterium with a synthetic genome, mainly results from the use of the yeast Saccharomyces cerevisiae as a transient host for bacterial genome replication and modification. Another method played a key role in the resounding success of this project: bacterial genome transplantation (GT). GT consists in the transfer of bacterial genomes cloned in yeast, back into a cellular environment suitable for the expression of their genetic content. While successful using many mycoplasma species, a complete understanding of the factors governing GT will most certainly help unleash the power of the entire SG pipeline to other genetically intractable bacteria.","Le développement de la génomique synthétique (GS) a permis l’élaboration d’outils et de méthodes innovantes permettant la synthèse, l’assemblage et la modification génétique précise de chromosomes bactériens complets. La raison principale de ce succès, ayant abouti à la création de la première cellule synthétique quasi-minimale JCVI-syn3.0, est l’utilisation de la levure Saccharomyces cerevisiae comme hôte temporaire d’accueil et de modification de ces génomes. Cependant, une autre technique a joué un rôle considérable dans le succès retentissant de ces travaux : la transplantation de génomes bactériens (TG). Cette technique, encore mal comprise, permet d’installer des génomes complets naturels ou synthétiques dans un contexte cellulaire favorable à leur expression et donner la vie. Une meilleure compréhension du processus de TG permettrait d’élargir l’ensemble des techniques de GS, appliquées actuellement quasi exclusivement à l’étude des mycoplasmes, à de nombreuses autres bactéries d’intérêt, y compris des bactéries génétiquement non-modifiables à ce jour."
[How the gut microbiota composition relates to the ethnic background].,10.1051/Medsci/2019089,10.1051,,
[In-depth analysis of the relationship between the MT<sub>2</sub> receptor of melatonin and type 2 diabetes].,10.1051/Medsci/2019088,10.1051,,
[New approaches for protein-protein interaction study].,10.1051/Medsci/2019035,10.1051,"The proteome is a dynamic system in which protein-protein interactions play a crucial role to model together the cellular phenotype. However, given the inherent limitation of the available technologies to depict the dynamic nature of these interactions, identify protein-protein interaction has for a long time represented an important challenge in proteomic. The recent development of BioID and APEX, two proximity-dependent labeling technologies, opens today new perspectives and yet start changing our vision of protein-protein interaction, and more globally our vision of the proteome. In this review, we describe the recent and conventional tools available to study protein-protein interactions, compare the advantages and limitations of these technics, and discuss the recent progress brought by the proximity-dependent labelling to complete our vision of the proteome, and thus better understand cellular mechanisms.","Le protéome est un système dynamique où les interactions protéine-protéine occupent une place essentielle pour modeler ensemble le phénotype cellulaire. L’identification de ces interactions a toutefois longtemps représenté un obstacle important en protéomique tant les techniques disponibles ne permettaient pas de rendre compte de ces dynamiques d’interactions. Le développement récent du BioID et de l’APEX, deux technologies de marquage de proximité, ouvre aujourd’hui de nouvelles perspectives. Dans cette revue, nous décrivons les outils disponibles pour étudier les interactions protéine-protéine et discutons des progrès récents apportés par les marquages de proximité pour compléter notre vision du protéome et ainsi mieux comprendre les mécanismes cellulaires."
[France and Great-Britain at the age of genomic medicine: new ethical challenges in reproductive medicine].,10.1051/Medsci/2019004,10.1051,"The announcement of the French Plan ‘France Médecine Génomique 2015’ demonstrates the will of the public authorities to make genomic medicine one of the flagships of public health and scientific research. It is against this backdrop that France announced its cooperation with Great Britain, one of the global leaders in genomics. The cooperation at an international level requires a common normative framework that addresses the new ethical challenges presented by genomic medicine. In order for such a framework to be adapted to different national contexts, it is important to identify and analyse the emerging ethical questions in general as well as within their specific national contexts. This article discusses the international implications of genomic medicine, and more precisely, the rise of international competitiveness in France. In a next step, the article explores the ethical implications of genomic medicine by taking the prenatal context as a case study. Finally, the article reflects on the way national contexts impact on the emerging ethical questions in France, as compared to Great Britain.","L’annonce du plan « France Médecine Génomique 2015 » témoigne de la volonté des pouvoirs publics français de faire de la médecine génomique l’un des éléments phares de la santé publique et de la recherche scientifique nationales. C’est dans ce contexte que la France a annoncé sa coopération avec la Grande-Bretagne, l’un des plus grands leaders mondiaux de la médecine génomique. Une telle collaboration au niveau international impose une réflexion à un cadre normatif commun qui réponde aux nouveaux défis éthiques posés par la médecine génomique. Afin qu’un tel cadre soit adapté aux différents contextes nationaux, il est nécessaire d’identifier et d’analyser les questions éthiques au niveau général et dans leurs contextes particuliers. Dans cette revue, nous discuterons de l’enjeu international de la médecine génomique et, plus précisément, de l’entrée de la France dans la compétition internationale. Nous explorerons ensuite les enjeux éthiques de la médecine génomique en prenant comme étude de cas le contexte prénatal. Nous finirons par une réflexion sur l’impact que peut avoir le contexte national sur la façon dont les questions éthiques émergent en France par rapport à la Grande-Bretagne."
[Genetics and origin of Homo sapiens].,10.1051/Medsci/2018311,10.1051,"Usually, paleoanthropology studies remains and artefacts. However, more recently, genetics offer new avenues. Information on humanisation mechanisms has been obtained from comparison with primate or archaic Homo DNA sequences. Likewise, the 1 000 Genomes Project has characterized the geographic spectrum of human genetic variation offering a basis for a genomic study of Homo sapiens phylogeny. From these studies, a model, Out of Africa, was derived. His origin is Africa, where he lived 200 000 years ago. A small fraction of the population left Africa between 50 and 100 000 years ago that have populated the rest of the world, to Europe, coastal Asia to Australia and mainland Asia to Behring Land Bridge and America. The model is supported by the decrease of genetic diversity with the distance to Eastern Africa (serial founder effect). In Europe and Asia, Homo sapiens met archaic Homo neanderthalis and H denisova. The presence of 1-3% neanderthalis sequences in modern Homo ADN indicates admixtures between these groups. Some archaic sequences are on positive selection pressure, thus suggesting that the extinct hominins might have facilitated the adaptation of H sapiens to new environments.","La comparaison de l’ADN d’Homo sapiens avec celui des grands singes ou des hommes archaïques informe sur les mécanismes de l’hominisation. Le séquençage de 1 000 génomes bien identifiés géographiquement a permis des études génomiques. En utilisant la diversité régionale des génotypes, un modèle de généalogie d’Homo sapiens a été proposé. L’origine de l’homme moderne est africaine et date d’environ 200 000 ans ; Il est sorti d’Afrique il y a 50 000 à 100 000 ans et a alors envahi le reste du monde. En Europe et en Asie, il a rencontré les hommes archaïques (Néanderthal et Denisova) et la présence de 1 à 3 % d’ADN néanderthalien dans le génome de l’homme moderne atteste de croisements entre les espèces. Certains gènes provenant de ces croisements ont été sélectionnés."
[Giant viruses that create their own genes].,10.1051/Medsci/2018300,10.1051,"Since 2003 and the discovery of Mimivirus, the saga of giant viruses continues with the isolation of new amoeba viruses, which are now divided into seven distinct families, the origin (s) of which are still mysterious and controversial. Thanks to the isolation of 3 new members of the Pandoraviridae family, whose micrometric particles and genomes of more than 2 megabases encroach on the cellular world, we carried out a stringent re-analysis of their gene contents, using a combination of transcriptomic, proteomic and bioinformatic approaches. We concluded that the only scenario capable of accounting for the distribution and the huge proportion of orphan genes (“ORFans”) that characterize Pandoraviruses is that they were created de novo within the intergenic regions. This process, perhaps shared among other large DNA viruses, challenges the central paradigm of molecular evolution according to which all genes / proteins have an ancestry history.","Depuis 2003 et la découverte de Mimivirus, la saga des virus géants se poursuit avec l’isolement de nouveaux virus d’amibes qui se répartissent maintenant en sept familles bien distinctes, aux origines toujours aussi mystérieuses que controversées. À la faveur de l’identification de 3 nouveaux membres de la famille des Pandoraviridae, dont les particules de tailles micrométriques et les génomes de plus de 2 mégabases empiètent sur le monde cellulaire, nous avons procédé à une ré-analyse pointilleuses de leur contenu en gènes, aidé par les apports combinés de la transcriptomique, de la protéomique et de la bioinformatique. Nous en avons conclu que le seul scénario capable de rendre compte de la répartition et de l’énorme proportion de gènes orphelins qui caractérisent les Pandoravirus est qu’ils aient été créés de novo au sein des régions intergéniques. Ce processus, peut-être partagé par d’autres grands virus à ADN, vient remettre en question le paradigme central de l’évolution moléculaire selon lequel tous les gènes/protéines ont une histoire."
[Next generation biobanking: the challenge of data].,10.1051/Medsci/2018203,10.1051,"Human biological samples are key resources in unravelling physiopathological factors underlying diseases and influencing their outcome. By making use of these resources, genomics, proteomics and molecular imaging techniques have achieved unprecedented progress in the past decade. The development of genomics platforms, molecular imaging as well as bioinformatics allowed a significant development of the biomarkers field thus realizing significant advances towards personalized medicine. The exponential increase of data, their complexity, the necessity of their integration for analysis require the development of appropriate infrastructures. These latter should integrate experts from different fields as well as an optimal organisation of biobanks including novel access and exchange rules for biological material and data.","La recherche biomédicale connaît depuis le début du siècle un bouleversement de grande ampleur avec l’avènement de technologies à grand débit (les -omiques) appliquées à la biologie et associées à des approches biologiques, moléculaires ou aux techniques d’imagerie. Cette révolution méthodologique s’appuie sur l’analyse d’échantillons biologiques prélevés sur les patients puis conservés dans des biobanques. L’intégration des données massives obtenues par ces différentes technologies et leur analyse devrait permettre d’accroître nos connaissances des mécanismes complexes des pathologies humaines et une meilleure stratification des patients selon une nomenclature génétique ou moléculaire. L’accroissement exponentiel des données générées et leur complexité nécessitent cependant la mise en place d’infrastructures adaptées, de nouvelles modalités d’accès et d’échanges de ces données ainsi qu’une organisation optimisée des biobanques afin d’intégrer de nouvelles disciplines adaptées à l’analyse de ces données."
[From HGP-write to « Ultra-safe Cells »].,10.1051/Medsci/20183408025,10.1051,"The HGP-write project, announced in 2016 but not really implemented yet, comes back as a project aimed at constructing an “ultra-safe” human cell line fully resistant to virus infection and with other desirable characteristics. This involves introducing 400,000 changes in the genome and raises a number of technical and financial issues, but may become realistic in mid-term.",
[Genomics in service delivery in France].,10.1051/Medsci/201834S122,10.1051,,
[France Genomics Medicine 2025 plan].,10.1051/Medsci/201834S121,10.1051,,
[State of play of knowledge and of technologies in the field of genomics].,10.1051/Medsci/201834S120,10.1051,,
[Multi-omic approaches reveal new therapeutic targets for the treatment of pancreatic cancer].,10.1051/Medsci/20183405003,10.1051,,
[Prospects for applications in human health of nanopore-based sequencing].,10.1051/Medsci/20183404012,10.1051,"High throughput sequencing has opened up new clinical opportunities moving towards a medicine of precision. Oncology, infectious diseases or human genomics, many applications have been developed in recent years. The introduction of a third generation of nanopore-based sequencing technology, addressing some of the weaknesses of the previous generation, heralds a new revolution. Portability, real time, long reads and marginal investment costs, these promising new technologies point to a new shift of paradigm. What are the perspectives opened up by nanopores for clinical applications?","Le séquençage haut-débit a ouvert de nouvelles perspectives cliniques nous orientant aujourd’hui vers une médecine de précision. Cancérologie, infectiologie ou génomique humaine, de nombreuses applications ont vu le jour ces dernières années. L’arrivée sur le marché d’une troisième génération de technologie de séquençage fondée sur les nanopores, palliant certaines faiblesses de la génération précédente, annonce une nouvelle révolution. Portabilité, temps réel, lectures longues et coût d’investissement marginal, ces nouvelles technologies prometteuses laissent présager un nouveau changement de paradigme. Quelles sont les perspectives ouvertes par les nanopores pour les applications cliniques ?"
[From sequence variability to structural and functional prediction: modeling of homologous protein families].,10.1051/Jbio/2017030,10.1051,"Thanks to next-generation sequencing, the number of sequenced genomes grows rapidly, providing in particular ample examples for the sequence variability between homologous proteins. This article discusses data-driven probabilistic sequence models, which are able to extract a multitude of information from sequence data alone, including (i) structural features like residue-residue contacts, which are formed in the folded protein, (ii) protein-protein interaction interfaces and (iii) phenotypic effects of amino-acid substitutions in proteins.","Grâce au séquençage de nouvelle génération, le nombre de génomes séquencés augmente rapidement, fournissant notamment de nombreux exemples de la variabilité des séquences de protéines homologues. Cet article traite de modèles probabilistes fondés sur les données pour les séquences protéiques, qui sont capables d'extraire une multitude d'informations à partir de données séquentielles, dont (i) des caractéristiques structurelles telles que les contacts inter-résidus formés dans la protéine repliée, (ii) les interfaces d'interaction et (iii) les effets phénotypiques des substitutions d'acides aminés dans les protéines."
"[Nextflow, an efficient tool to improve computation numerical stability in genomic analysis].",10.1051/Jbio/2017029,10.1051,"Reproducing routine bioinformatics analysis is challenging owing to a combination of factors hard to control for. Nextflow is a flow management framework that uses container technology to insure efficient deployment and reproducibility of computational analysis pipelines. Third party pipelines can be ported into Nextflow with minimum re-coding. We used RNA-Seq quantification, genome annotation and phylogeny reconstruction examples to show how two seemingly irreproducible analyzes can be made stable across platforms when ported into Nextflow.","La reproduction des analyses bio-informatiques de routine est difficile en raison d’une combinaison de facteurs difficiles à contrôler. Nextflow est un gestionnaire de flux (workflow manager) qui utilise la technologie des conteneurs pour assurer un déploiement et une reproductibilité efficace des pipelines d’analyse computationnelle. Les pipelines tiers peuvent être portés dans Nextflow avec un recodage minimum. Nous montrons ici à l’aide d’exemples concrets comment la quantification des niveaux d’expression, l’annotation de génomes et la reconstruction de phylogénie peuvent se révéler non reproductibles lorsqu’elles sont réalisées sur des plates-formes UNIX différentes, alors qu’elles deviennent stables lorsqu’elles sont déployées dans Nextflow. Nextflow est disponible sur www.nextflow.io."
[IGoR: a tool for learning and simulating the random generation of antigen receptors].,10.1051/Jbio/2017033,10.1051,"Antigen receptors, which form the base of the adaptive immune system, are created stochastically by a DNA editing process called V(D)J recombination. As high-throughput sequencing enables to study the repertoire of these receptors, it is now possible to learn the probabilistic laws of this random process, and to use them to analyse receptors of interest, generate synthetic repertoires to create controls, or aid the identification of receptors that are specific to diseases, with possible applications for medical diagnostics. This article describes how these tasks can be performed using the IGoR software, which can learn statistical models from data, annotate existing sequences, or generate new synthetic ones with the same laws as the recombination process.","Les récepteurs d'antigènes, qui sont à la base du système immunitaire adaptatif, sont créés de manière stochastique par un processus d'édition de l'ADN appelé recombinaison V(D)J. Alors que le séquençage à haut débit permet maintenant d'étudier le répertoire de ces récepteurs, il devient possible d'apprendre les lois probabilistes de ce processus aléatoire, et de les utiliser afin d'analyser des récepteurs particuliers, d'engendrer des répertoires synthétiques à des fins de contrôle, ou bien d'aider à l'identification de récepteurs spécifiques de certaines maladies, avec des applications possibles pour le diagnostic médical. Cet article décrit comment ceci peut être réalisé à l'aide du logiciel IGoR, qui apprend des modèles statistiques à partir des données de séquençage, et permet d'annoter des séquences existantes ou bien d'en engendrer de nouvelles, synthétiques, en suivant les lois du processus de recombinaison."
[Circadian proteomics].,10.1051/Jbio/2018025,10.1051,"Recent development in the proteomic technologies offers new perspectives in circadian biology and in particular the possibility to study post-translational modifications such as phosphorylation and acetylation. Applying in vivo proteomics on whole liver or on nuclear extracts, we were able to characterize the rhythmic liver proteome with unprecedented coverage. It allows the characterization of new rhythmic processes such as protein secretion, ribosome biogenesis, DNA repair, and polyploidy. In addition, the analysis of rhythmic post-translational modifications helps to understand the signal pathways involved and their consequences on hepatic metabolism.","Les progrès récents des techniques de protéomique offrent de nouvelles perspectives pour la biologie circadienne, et en particulier la possibilité d’étudier des modifications post-traductionnelles telles que la phosphorylation et l’acétylation. En utilisant la protéomique in vivo sur des extraits totaux de foie de souris ou des extraits nucléaires, nous avons pu caractériser le protéome rythmique du foie avec une résolution sans précédent, et ainsi révéler de nouveaux processus rythmiques tels que la sécrétion des protéines, la synthèse des ribosomes, la réparation de l’ADN ou la polyploïdie. De plus, l’analyse des modifications post-traductionnelles a permis de mettre en évidence les voies de signalisation impliquées et les conséquences sur le métabolisme hépatique."
