[Early origins of adult disease].,10.1016/J.Arcped.2016.01.009,10.1016
[Direct to consumer genetic testing: is it the moment?].,10.1684/Abc.2015.1108,10.1684
[Cancer screening: unsupported promises from Pathway Genomics].,10.1051/Medsci/20153112018,10.1051
Genomics: the Power and the Promise.,10.1139/Gen-2015-0143,10.1139
"[Immunoproteomics of non water-soluble allergens from 4 legumes flours: peanut, soybean, sesame and lentil].",10.1684/Abc.2015.1089,10.1684
[Radiomics: Definition and clinical development].,10.1016/J.Canrad.2015.06.008,10.1016
[Promises and limits of genomics and its applications].,10.1016/J.Crvi.2015.07.003,10.1016
[A genetic ID for tomorrow?].,10.1016/J.Crvi.2015.06.016,10.1016
[How to use the STARD statement and the QUADAS-2 tool?].,10.1016/S0929-693X(15)30095-6,10.1016
[Bias and factors of variation in diagnostic studies].,10.1016/S0929-693X(15)30094-4,10.1016
[Basic principles of diagnostic evaluation].,10.1016/S0929-693X(15)30093-2,10.1016
[The intimate genome… in three dimensions].,10.1051/Medsci/20153103016,10.1051
[The European Blueprint project: towards a full epigenome characterization of the immune system].,10.1051/Medsci/20153103003,10.1051
[Intraclonal heterogeneity in tumors and its impact on precision medicine].,10.1051/Medsci/20153101009,10.1051
[Extracting the molecular core of the hematopoietic stem cell niche].,10.1051/Medsci/20153101003,10.1051
[Metabolome and mass spectrometry: new biomedical analysis perspectives].,10.1684/Abc.2014.1020,10.1684
[Mass spectrometry and clinical proteomics].,10.1684/Abc.2014.1019,10.1684
"[Blood sampling using ""dried blood spot"": a clinical biology revolution underway?].",10.1684/Abc.2014.1007,10.1684
"[Proteomics, a new tool for an accurate typing of amyloidosis].",10.1016/J.Revmed.2014.11.006,10.1016
[Contribution of proteomics in medical mycology in 2014: For who? For what?].,10.1016/J.Mycmed.2014.10.018,10.1016
[Receptor of advanced glycation endproducts RAGE/AGER: an integrative view for clinical applications].,10.1684/Abc.2014.1010,10.1684
[Streptococcus pyogenes pathogenic factors].,10.1016/S0929-693X(14)72261-4,10.1016
[Personalized medicine: illusion or revolution?].,10.1051/Medsci/201430S201,10.1051
[Cilia and renal cysts].,10.1051/Medsci/20143011017,10.1051
[Genetic complexity of ciliopathies and novel genes identification].,10.1051/Medsci/20143011016,10.1051
[Monshot projects in biology].,10.1051/Medsci/20143006025,10.1051
[Analysis of oncogenic signaling induced by tyrosine kinases in tumors by SILAC-based quantitative proteomic approach].,10.1051/Medsci/20143005020,10.1051
[Ethical and social issues associated with genomic medicine].,10.1024/1661-8157/A001656,10.1024
[Sequencing the human genome and society].,10.1024/1661-8157/A001654,10.1024
[Surprising results from Hiroshima studies].,10.1051/Medsci/20143002022,10.1051
[« Bioinfomics »: a new research field].,10.1684/Bdc.2014.1893,10.1684
[Genomic medicine: the new way of thinking medicine present and future--Part two].,10.1684/Abc.2013.0930,10.1684
[A synergistic combination for the French laboratory medicine...].,10.1684/Abc.2013.0919,10.1684
"[The analysis of ""Big Data"" in clinical research].",10.1016/J.Respe.2013.12.021,10.1016
"[Personalized medicine and breast cancer: anticipatory medicine, prognostic evaluation and therapeutic targeting].",10.1684/Bdc.2013.1856,10.1684
[Race and medicine].,10.1051/Medsci/20132910022,10.1051
[Intrinsic radiosensitivity: predictive assays that will change daily practice].,10.1016/J.Canrad.2013.07.137,10.1016
[Emergence of synthetic biology: characterization by a scientometric approach].,10.1051/Medsci/201329S213,10.1051
[Medical perspectives of metabolomics: the example of renal carcinoma].,10.1051/Medsci/2013295007,10.1051
[Epigenetic: a link between environment and genome].,10.7202/1014943Ar,10.7202
[Genetics of mouse-hole].,10.1051/Medsci/2013294019,10.1051
[Big Data in biology].,10.1051/Medsci/20122812001,10.1051
[Identification of predictive biomarkers to radiotherapy outcome through proteomics approaches].,10.1016/J.Canrad.2012.11.003,10.1016
[Lexical fields of predictive and personalized medicine].,10.1684/Abc.2012.0767,10.1684
[Recent advances in quantitative proteomics as a sensitive tool to quantify drug transporters and drug metabolizing enzymes at the human blood-brain barrier].,10.1051/Jbio/2012022,10.1051
[Towards a better knowledge of breast cancer physiopathology: the proteomics approach].,10.1684/Abc.2012.0741,10.1684
[« Biology/medicine 2.0 »: an overview].,10.1051/Medsci/2012286020,10.1051
[From the management to an analytics of complexity: genealogy of an epistemic practice].,10.1051/Medsci/201228S210,10.1051
"[Workshop report ""genomic research practices and the economy of data production and management""].",10.1051/Medsci/201228S208,10.1051
[Genomic revolution of rare disease diagnosis].,10.1016/J.Lpm.2012.02.030,10.1016
[Health care expenditures linked to the use of targeted therapies and diagnostic tests for cancer patients].,10.1051/Medsci/2012281S106,10.1051
[Genomics and clinical research for breast cancer].,10.1051/Medsci/2012281S105,10.1051
"[The emergence and development of gene expression profiling: a key component of the 3B (bench, bedside, bytes) in translational research].",10.1051/Medsci/2012281S104,10.1051
"[Human, economics and social sciences: rebounds of ideas on genomics and clinical trials].",10.1051/Medsci/2012281S101,10.1051
[System biology and synthetic biology modify drug discovery and development].,10.1051/Medsci/2012282020,10.1051
[New generation sequencing in medical genetics].,10.1051/Medsci/2012282001,10.1051
"[The Collaborative Cross, a groundbreaking tool to tackle complex traits].",10.1051/Medsci/2012281024,10.1051
[Chromosomal rearrangements and fusion genes in carcinoma].,10.1684/Bdc.2011.1498,10.1684
[Radiosensitivity assays of normal tissues].,10.1684/Bdc.2011.1497,10.1684
[Autoantibodies against tumor-related antigens: new tools for early detection of lung cancer].,10.1684/Bdc.2011.1499,10.1684
"[Ki67, nucleolus and cancer].",10.1016/J.Annpat.2011.08.026,10.1016
[Chipping away at the « central dogma »].,10.1051/Medsci/20112710021,10.1051
"[Genetics, genomics and medicine].",10.1016/J.Lpm.2011.09.003,10.1016
[The 18th meeting of the Société Francophone d'Informatique et de Monitorage en Anesthésie-Réanimation (Sfimar)].,10.1016/J.Annfar.2011.08.007,10.1016
[OMICS and biomarkers of glial tumors].,10.1016/J.Neurol.2011.07.007,10.1016
[Serum autoantibodies profiling and early-stage cancer detection].,10.1051/Medsci/2011276016,10.1051
[Interest of blood markers in predicting radiation-induced toxicity].,10.1016/J.Canrad.2011.02.006,10.1016
[Implications of retinoid pathway in human fetal membranes: study of target genes].,10.1016/J.Gyobfe.2011.04.009,10.1016
[A new era in rat genetics].,10.1051/Medsci/2011274014,10.1051
[Thyroid hormone and cerebellum development: direct and indirect effects?].,10.1016/J.Ando.2011.03.012,10.1016
[Physiopathology and genetics of epilepsy: recent data].,10.1051/Jbio/2011003,10.1051
[Proteomics and transfusion medicine].,10.1016/J.Tracli.2011.02.018,10.1016
[De la biologie des systèmes et de la génomique vers la santé et la médecine personnalisées].,10.1684/Abc.2011.0539,10.1684
[Circulating prognosis markers in melanoma: proteomic profiling and clinical studies].,10.1684/Abc.2011.0523,10.1684
"[Murine models in blood transfusion: allo-immunization, hemolysis].",10.1016/J.Tracli.2011.01.006,10.1016
"[Screening pelvic tumours for hereditary risk of ovarian neoplasms, a cancer center experience].",10.1684/Bdc.2011.1302,10.1684
[The therapeutic contribution of proteomic approaches in cancers].,10.1016/J.Gyobfe.2010.12.005,10.1016
[Omics as a tool for ART].,10.1016/J.Gyobfe.2010.11.008,10.1016
[Hypothetical link between endometriosis and xenobiotics-associated genetically modified food].,10.1016/J.Gyobfe.2010.08.030,10.1016
[Personal sequence and gene testing: a provocative approach].,10.1051/Medsci/20102611999,10.1051
[Autosomal recessive cerebellar ataxias].,10.1016/J.Neurol.2010.07.021,10.1016
[Genetic and molecular abnormalities of glioblastomas (GBM)].,10.1684/Bdc.2010.1215,10.1684
"[Search for new genes involved in breast tumorigenesis by ""Omics"" analysis].",10.1684/Bdc.2010.1212,10.1684
[Epigenetic perturbations and cancer: innovative therapeutic strategies against cancer].,10.1684/Bdc.2010.1204,10.1684
[For an epigenetic approach of the biological representations].,10.1051/Medsci/20102610883,10.1051
[You are what you eat: the sushi factor in the Japanese gut microbiota].,10.1051/Medsci/20102610811,10.1051
[Embryonnary metabolomics].,10.1016/S0368-2315(10)70010-7,10.1016
[Could idiosyncratic thinking fit with << omics >>?].,10.1051/Medsci/2010266-7641,10.1051
[Too many new-generation sequencers].,10.1051/Medsci/2010263325,10.1051
[Proteomics and breast cancer: a search for novel diagnostic and theragnostic biomarkers].,10.1684/Bdc.2010.1061,10.1684
[Circadian rhythms and systems biology].,10.1051/Medsci/201026149,10.1051
[New strategies for the development of antiviral molecules].,10.1016/S1773-035X(09)70313-2,10.1016
"[""Standard"" protocol for evaluating the impact of preanalytical variables on peptidic and proteic analytes and standard coding of preanalytical procedures].",10.1684/Abc.2009.0380,10.1684
[Preanalytical guidelines for clinical proteomics investigation of biological fluids].,10.1684/Abc.2009.0374,10.1684
[Synthetic and integrative biology].,10.1051/Medsci/2009252S39,10.1051
[Genopole: a genesis of ten long years].,10.1051/Medsci/2009252S5,10.1051
[Quantitative proteomics by SILAC: practicalities and perspectives for an evolving approach].,10.1051/Medsci/20092510835,10.1051
"[Non invasive assessment of embryo quality: proteomics, metabolomics and oocyte-cumulus dialogue].",10.1016/J.Gyobfe.2009.09.016,10.1016
"[Anti-oxidants, controversies and perspectives: how can the failure of clinical studies using anti-oxidants be explained?].",10.1051/Jbio:2009031,10.1051
[Unexpected in vitro fertilization failure in patients with normal sperm: a proteomic analysis].,10.1016/J.Gyobfe.2009.07.014,10.1016
"[Multiplexed analysis for identification and evaluation of novel biomarkers in biological fluids, tissue and cell extracts].",10.1684/Abc.2009.0350,10.1684
[Production and implementation of predictive biological models].,10.1051/Medsci/2009256-7608,10.1051
[Systems biology of cancer].,10.1051/Medsci/2009256-7601,10.1051
[Medical applications of systems biology].,10.1051/Medsci/2009256-7588,10.1051
[Systems biology: the multiscale organization of living systems].,10.1051/Medsci/2009256-7585,10.1051
[Systems biology: from yesterday's concepts to tomorrow's discoveries].,10.1051/Medsci/2009256-7578,10.1051
"[Systemic biology, synthetic biology and nanobiotechnologies: the tryptic of the XXI th century].",10.1051/Medsci/2009256-7576,10.1051
[New insight into the regulation of DNA nucleotide excision repair: implications for cancer development and treatment].,10.1051/Medsci/2009256-7555,10.1051
[Systems biology: from molecular networks to personalized medicine].,10.1051/Medsci/2009256-7547,10.1051
[The tumor microenvironment: a new tool to predict breast cancer outcome].,10.1051/Medsci/2009255439,10.1051
Perioperative genomics and neurologic outcome: we can't change who we are.,10.1007/S12630-009-9122-X,10.1007
[Genomics and genetics genome projects].,10.1051/Medsci/2009251S33,10.1051
[Epigenome: the immersed part of the iceberg or the hidden face of pathologies].,10.1016/J.Patbio.2009.01.002,10.1016
"[In silico, in vitro, in omic experimental models and drug safety evaluation].",10.1051/Medsci/2009251105,10.1051
[Victor A. McKusick (1921-2008): initiator and orchestrator of the transition between medical genetics and genetic medicine].,10.1051/Medsci/200824121103,10.1051
[Comparison of proteomic strategies to identify antibodies resulting from the humoral immune response to cancer].,10.1051/Medsci/200824121071,10.1051
Nutritional genomics unravelled.,10.3148/69.4.2008.168,10.3148
[Craig Venter's exome].,10.1051/Medsci/20082411989,10.1051
[Metabolic control of seed germination].,10.1051/Jbio:2008024,10.1051
[New autoanti-bodies in rheumatoid arthritis: anti-citrullinated protein or peptide autoanti-bodies and the others].,10.1016/J.Lpm.2008.06.020,10.1016
[A long-awaited revolution].,10.1051/Medsci/20082410869,10.1051
[Biology of gliomas].,10.1016/J.Canrad.2008.09.001,10.1016
[CSF biomarkers: proteomics investigations and clinical applications in neurodegenerative disorders].,10.1016/J.Neurol.2008.05.004,10.1016
[A novel fixed paraffin-embedded tissue processing for proteomic analysis].,10.1684/Abc.2008.0249,10.1684
"[Identification and characterization of ""rd22"" dehydration responsive gene in grapevine (Vitis vinifera L.)].",10.1016/J.Crvi.2008.05.002,10.1016
Chemical biology meets systems biology. Introduction.,10.1139/O08-902,10.1139
[Tales of the genome: Watson follows Venter...].,10.1051/Medsci/2008245529,10.1051
[The importance of synthetic biology].,10.1051/Medsci/2008245447,10.1051
[A proteomic approach of the endocrine tumors].,10.1016/J.Ando.2008.02.012,10.1016
[Concepts on orthodontics of the future: speculation or illusions?].,10.1051/Orthodfr:2007039,10.1051
[Networks and genesis of living beings: epistemologic perspectives].,10.1007/S00048-006-0246-6,10.1007
[Human genome project: a federator program of genomic medicine].,10.1016/J.Patbio.2007.12.001,10.1016
[Secretome: definitions and biomedical interest].,10.1016/J.Revmed.2007.12.011,10.1016
[Genetic mapping of metabolic profiles: genomic and metagenomic influences].,10.1051/Medsci/200723121091,10.1051
[Are non-clinical studies predictive of adverse events in humans?].,10.1016/S0003-4509(07)92590-0,10.1016
[Functional genomics of the mouse: the European dynamics].,10.1051/Medsci/20072310877,10.1051
[Functional proteomics in oncology: to understand more than to describe].,10.1051/Medsci/2007231S27,10.1051
[Proteic profiling SELDI-TOF and breast cancer: clinical potential applications].,10.1051/Medsci/2007231S23,10.1051
[Towards a standardization of the tools for the studies of clinical proteomics].,10.1051/Medsci/2007231S19,10.1051
[Stakes of pre-analytical parameters in blood transcriptomic and proteomic analysis. Application to clinical research: the GOELAMS trial].,10.1051/Medsci/2007231S13,10.1051
"[Clinical proteomics in oncology--Dijon, France, July 2006].",10.1051/Medsci/2007231S3,10.1051
"[A competition of synthetic biology or how to create the ""water of E. coli"" and nano-barbies].",10.1051/Medsci/2007235551,10.1051
[Pharmacogenomics and pharmacoproteomics: a strategy for cardio-vascular drugs].,10.1016/S0003-4509(07)90037-1,10.1016
[The central circadian clock and peripheral clocks: decentralization and hierarchical control].,10.1051/Medsci/2007234349,10.1051
[When proteomics addresses itself to post-translational modifications].,10.1051/Medsci/2007232219,10.1051
[Immunology: towards the end of the amateurs?].,10.1051/Medsci/2007232115,10.1051
[Proteomics of breast cancer: From differential to functional analysis].,10.1051/Jbio:2006022,10.1051
[Human obesity: toward functional genomics].,10.1051/Jbio:2006003,10.1051
[Proteomics and breast cancer].,10.1016/J.Gyobfe.2006.09.027,10.1016
[ENT cancers and genomics].,10.1051/Medsci/2006221S50,10.1051
[Genomics and progress in oncology].,10.1051/Medsci/2006221S39,10.1051
[Proteomics and breast cancer: new perspectives and limitations].,10.1016/J.Patbio.2006.02.001,10.1016
[Molecular dating in the genomic era].,10.1051/Medsci/2006224374,10.1051
RETIRED: Present role of stem cells for fetal genetic therapy.,10.1016/S1701-2163(16)30504-7,10.1016
[Round table chaired by Laurent Broomhead].,10.1016/S0003-4509(05)82297-7,10.1016
[Comparative genomics of trypanosomatid parasitic protozoa].,10.1051/Medsci/200521121027,10.1051
[Parasitic manipulation: where are we and where should we go?].,10.1051/Medsci/200521121022,10.1051
[Rationale for oncological surgery in multimodal cancer treatments].,10.1016/S0021-7697(05)80931-7,10.1016
[In virtuo model for research on allergic reaction].,10.1016/S0151-9638(05)79421-7,10.1016
[Proteomics and autoantibody].,10.1051/Medsci/2005218-9759,10.1051
[Clinical proteomics: towards early detection of cancers].,10.1051/Medsci/2005218-9722,10.1051
[Pathophysiology in the era of contemporary proteomics].,10.1051/Medsci/2005218-9675,10.1051
Genomics and economics.,10.1503/Cmaj.050934,10.1503
"[Pharmacology, an innovative factor in therapeutic research].",10.1016/S0003-4509(05)82258-8,10.1016
RETIRED: Genomics: new technology for obstetrics.,10.1016/S1701-2163(16)30175-X,10.1016
[Cell microarrays and functional genomics].,10.1051/Medsci/2005215535,10.1051
[Epigenetics as an aspect of post-genomics].,10.1051/Medsci/2005214371,10.1051
[Proteomic analysis associating two-dimensional electrophoresis and mass spectrometry to identify lacrimal proteins: a case study].,10.1016/S0181-5512(04)96283-3,10.1016
"[FRAP, FLIP, FRET, BRET, FLIM, PRIM...new techniques for a colourful life].",10.1051/Medsci/200420111027,10.1051
